rank,net_worth,full_name,age,gender,country_of_citizenship,business_category,self_made,wealth_status
1164,2,Deng Weiming & family,54,1,27,2,1,1
1164,2,"John Dorrance, III.",79,1,0,5,0,1
1164,2,Carl Douglas,61,1,15,6,0,1
1164,2,Eric Douglas,54,1,15,6,0,1
1164,2,Fiona Geminder,58,0,17,2,0,1
1164,2,Stewart Horejsi & family,85,1,28,0,1,1
1164,2,Hou Juncheng,58,1,27,4,1,3
1164,2,Zhenda Huang & family,75,1,27,13,1,1
1164,2,Dmitry Kamenshchik,54,1,24,12,1,3
1164,2,Alicia Koplowitz,69,0,8,0,0,1
1164,2,Adam Kwok,40,1,23,7,0,3
1164,2,Henry Laufer,77,1,28,0,1,3
1164,2,Louis Le Duff,76,1,14,5,1,3
1164,2,Mark Leonard & family,66,1,22,1,1,3
1164,2,Li Guoqiang,59,1,27,10,1,1
1164,2,Li Yongxin,47,1,27,12,1,1
1164,2,Peter Lim,69,1,7,0,1,3
1164,2,Lu Weiding,52,1,27,6,0,1
1164,2,Sergio Mantegazza,95,1,16,12,1,1
1164,2,Hans Melchers,84,1,1,0,1,1
1164,2,C. Dean Metropoulos,76,1,28,5,1,1
1164,2,Hans Georg Naeder,61,1,25,2,0,2
1164,2,Falguni Nayar,60,0,26,3,1,1
1164,2,James Packer,55,1,17,0,0,1
1164,2,Alexander Ponomarenko,58,1,24,14,1,3
1164,2,Nicholas Pritzker,79,1,28,0,0,1
1164,2,Alejandro Santo Domingo,46,1,28,5,0,2
1164,2,Steven Sarowitz,57,1,28,1,1,1
1164,2,Maria-Elisabeth Schaeffler-Thumann,81,0,25,10,0,3
1164,2,Leonard Schleifer,70,1,28,4,1,3
1164,2,Dieter Schnabel,77,1,25,2,0,3
1164,2,Michael S. Smith,67,1,28,8,1,3
1164,2,Julia Thiele-Schuerhoff,51,0,25,2,0,1
1164,2,John Tyson & family,69,1,28,5,0,1
1164,2,Zhao Lixin,57,1,27,1,1,1
1164,2,Hongyi Zhou,52,1,27,1,1,3
1217,2,S. Daniel Abraham,98,1,28,5,1,3
1217,2,Bill Alfond,74,1,28,3,0,1
1217,2,Susan Alfond,77,0,28,3,0,1
1217,2,Ted Alfond,78,1,28,3,0,1
1217,2,Riley Bechtel & family,71,1,28,13,0,1
1217,2,Thor Bjorgolfsson,56,1,0,6,1,2
1217,2,Charles Bronfman,91,1,22,5,0,2
1217,2,Vivek Chand Burman,85,1,26,5,0,1
1217,2,Herb Chambers,81,1,28,10,1,3
1217,2,Cheng Yixiao,39,1,27,9,1,1
1217,2,Leon G. Cooperman,79,1,28,0,1,2
1217,2,Yadu Hari Dalmia & family,75,1,26,2,0,3
1217,2,Henry Davis,72,1,28,5,0,3
1217,2,Oleg Deripaska,55,1,24,11,1,3
1217,2,Sergey Dmitriev,57,1,0,1,1,1
1217,2,Joseph Edelman,67,1,28,0,1,1
1217,2,Sandeep Engineer,61,1,26,2,1,1
1217,2,Alceu Elias Feldmann & family,73,1,20,8,1,1
1217,2,Serge Godin,73,1,22,1,1,3
1217,2,Alec Gores,70,1,28,0,1,1
1217,2,Bill Haslam,64,1,28,3,0,3
1217,2,J. Tomilson Hill,74,1,28,0,1,1
1217,2,Jay-Z,53,1,28,9,1,3
1217,2,Baba Kalyani,74,1,26,10,0,2
1217,2,Saban Cemil Kazanci,62,1,10,8,0,0
1217,2,Brad Kelley,66,1,28,7,1,1
1217,2,Wolfgang Leitner,70,1,0,13,1,3
1217,2,Li Hongxin & family,70,1,27,2,1,1
1217,2,Lin Chen-hai,76,1,18,7,1,1
1217,2,Lu Yiwen,36,0,27,3,1,1
1217,2,Prayudh Mahagitsiri,77,1,9,5,0,3
1217,2,Willy Michel,76,1,16,4,1,2
1217,2,Lachhman Das Mittal,92,1,26,10,0,2
1217,2,Bobby Murphy,34,1,28,1,1,1
1217,2,Tomas Olivo Lopez,49,1,8,7,1,3
1217,2,Eren Ozmen,64,0,28,2,1,1
1217,2,John Pritzker,69,1,28,0,0,1
1217,2,Qiu Minxiu,77,0,27,1,1,2
1217,2,Ferit Faik Sahenk,59,1,10,6,0,3
1217,2,Wenrong Shen,77,1,27,11,1,3
1217,2,Yuzhu Shi,60,1,27,6,1,1
1217,2,Jeff Sutton,63,1,28,7,1,1
1217,2,"Henry Sy, Jr.",69,1,5,6,0,1
1217,2,Andrew Tan,71,1,5,6,1,1
1217,2,Arvind Tiku,53,1,26,8,1,3
1217,2,Byron Trott,64,1,28,0,1,3
1217,2,Donald Trump,76,1,28,7,0,1
1217,2,Peter Unger,78,1,25,10,1,3
1217,2,Roger Wang,74,1,28,3,1,1
1217,2,Oprah Winfrey,69,0,28,9,1,1
1217,2,Wu Zhigang & family,88,1,27,5,1,1
1217,2,Ye Guofu,45,1,27,3,1,0
1272,2,Brian Acton,51,1,28,1,1,1
1272,2,Abdulla Al Futtaim & family,83,1,0,10,0,1
1272,2,Edward Bass,77,1,28,8,0,2
1272,2,Koos Bekker,70,1,0,9,1,3
1272,2,Otto Philipp Braun,45,1,25,4,0,1
1272,2,Chen Tei-fu,74,1,18,3,1,1
1272,2,Abilio dos Santos Diniz,86,1,20,3,0,1
1272,2,Marcel Erni,58,1,16,0,1,1
1272,2,Doris Fisher,91,0,28,3,1,1
1272,2,Gerald Ford,78,1,28,0,1,1
1272,2,Bernard Fraisse & family,66,1,14,4,1,2
1272,2,Alfred Gantner,55,1,16,0,1,1
1272,2,Paul Gauselmann & family,88,1,25,17,1,1
1272,2,Mitchell Goldhar,61,1,22,7,1,1
1272,2,Peter Hargreaves,76,1,19,0,1,1
1272,2,Xuande Hua & family,79,1,27,4,1,1
1272,2,Kwek Leng Kee,68,1,7,6,0,3
1272,2,Catherine Lozick,77,0,28,2,0,3
1272,2,Kalanithi Maran,57,1,26,9,1,2
1272,2,Jed McCaleb,48,1,28,0,1,1
1272,2,Fatih Ozmen,65,1,28,2,1,1
1272,2,Tor Peterson,58,1,28,11,1,1
1272,2,Daniel Pritzker,63,1,28,0,0,1
1272,2,Jinxing Qi,61,1,27,7,1,3
1272,2,Qiu Jianping & family,61,1,27,2,1,3
1272,2,Rajan Raheja & family,68,1,26,6,0,2
1272,2,Matthias Reinhart,63,1,16,0,1,1
1272,2,Arnout Schuijff,55,1,1,1,1,1
1272,2,Hans Sy,67,1,5,6,0,1
1272,2,Herbert Sy,66,1,5,6,0,1
1272,2,Lucio Tan,88,1,5,6,1,3
1272,2,Tsai Ming-kai,72,1,18,1,1,1
1272,2,Ted Turner,84,1,28,9,0,3
1272,2,David Walentas,84,1,28,7,1,3
1272,2,Urs Wietlisbach,61,1,16,0,1,1
1272,2,Jerry Yang,54,1,28,1,1,1
1272,2,Yang Jianliang & family,53,1,27,2,1,1
1272,2,Yang Weidong & family,54,1,27,2,1,1
1272,2,Mortimer Zuckerman,85,1,28,7,1,1
1312,2,John Armitage,63,1,0,0,1,1
1312,2,Lee Bass,66,1,28,8,0,3
1312,2,John Bicket,43,1,28,1,1,3
1312,2,Sanjit Biswas,41,1,28,1,1,3
1312,2,Timothy Boyle,73,1,28,3,1,2
1312,2,Morris Chang,91,1,18,1,1,1
1312,2,Chao Teng-hsiung,78,1,18,7,1,1
1312,2,Chu Lam Yiu,53,0,23,2,1,2
1312,2,K. Dinesh,68,1,26,1,1,1
1312,2,James Duff,62,1,28,6,1,3
1312,2,Thomas Duff,66,1,28,6,1,3
1312,2,Daniel Ek,40,1,15,1,1,1
1312,2,John Fisher,61,1,28,3,0,1
1312,2,Georg Haub,61,1,25,3,0,3
1312,2,Erman Ilicak,55,1,10,13,1,2
1312,2,Justin Ishbia,45,1,28,0,0,3
1312,2,Long Jiang,49,1,27,1,1,3
1312,2,Bruce Karsh,67,1,28,0,1,3
1312,2,Bom Kim,44,1,28,1,1,1
1312,2,Lam Kong,58,1,27,4,1,1
1312,2,Stephen Lansdown,70,1,0,0,1,1
1312,2,Hua Li,45,1,27,0,1,3
1312,2,Lim Kok Thay,71,1,4,17,0,3
1312,2,Kishore Mariwala,88,1,26,5,0,1
1312,2,Clayton Mathile,82,1,28,5,1,2
1312,2,Mi Enhua,65,1,27,3,1,1
1312,2,Vadim Moshkovich,55,1,24,5,1,3
1312,2,David Murdock,99,1,28,5,1,2
1312,2,David Nahmad,75,1,0,3,1,3
1312,2,Lirio Parisotto,69,1,20,0,1,1
1312,2,Alberto Prada,69,1,21,3,0,3
1312,2,Marina Prada,77,0,21,3,0,3
1312,2,Filiz Sahenk,56,0,10,6,0,3
1312,2,Stephan Schmidheiny,75,1,16,0,0,2
1312,2,Alberto Siccardi & family,78,1,16,4,0,1
1312,2,Tang Yiu,89,1,23,3,1,1
1312,2,Tian Ming,69,1,27,1,1,3
1312,2,T.Y. Tsai,70,1,18,0,0,1
1312,2,Jayshree Ullal,62,0,28,1,1,3
1312,2,Georg von Opel,56,1,16,0,0,3
1312,2,Lang Walker,77,1,17,7,1,3
1312,2,Xicheng Wang & family,74,1,27,2,1,1
1312,2,Wang Zhenhua,61,1,27,7,1,1
1312,2,Paul-Heinz Wesjohann & family,79,1,25,5,1,1
1312,2,Xie Bingkun & family,56,1,27,3,1,3
1312,2,Xu Shugen,57,1,27,2,1,3
1312,2,Christoph Zeller,65,1,0,4,0,2
1312,2,Zhang Jingzhang & family,87,1,27,2,1,3
1368,2,George Argyros & family,86,1,28,7,1,1
1368,2,Brian Armstrong,40,1,28,0,1,1
1368,2,Albert Avdolyan,52,1,24,8,1,0
1368,2,Sezai Bacaksiz,73,1,10,6,1,3
1368,2,Aneel Bhusri,57,1,28,1,1,1
1368,2,Brett Blundy,63,1,17,3,1,2
1368,2,J. Hyatt Brown,85,1,28,0,0,1
1368,2,Chen Jinxia,55,0,27,0,0,1
1368,2,Chen Xueli,71,1,27,4,1,3
1368,2,Dermot Desmond,72,1,0,0,1,3
1368,2,Dong Wei,52,1,27,4,1,1
1368,2,Fu Guangming & family,69,1,27,5,1,3
1368,2,Noam Gottesman,61,1,28,0,1,1
1368,2,Jeffrey Gundlach,64,1,28,0,1,2
1368,2,Hao Hong,67,1,28,4,1,1
1368,2,Shmuel Harlap,78,1,12,10,0,3
1368,2,Hans-Werner Hector,83,1,25,1,1,1
1368,2,Lutz Mario Helmig & family,76,1,25,4,1,3
1368,2,Chulong Huang,64,1,22,7,1,1
1368,2,Thomas James,80,1,28,0,0,3
1368,2,James Jannard,73,1,28,3,1,1
1368,2,Willis Johnson,75,1,28,10,1,3
1368,2,Lai Shixian,48,1,27,3,1,3
1368,2,Chris Larsen,62,1,28,0,1,1
1368,2,Solomon Lew,78,1,17,3,1,1
1368,2,Liang Xinjun,55,1,27,6,1,2
1368,2,Harald Link,68,1,9,6,0,3
1368,2,Max Lytvyn,43,1,22,1,1,1
1368,2,Igor Makarov,60,1,0,8,1,3
1368,2,Howard Marks,76,1,28,0,1,2
1368,2,Charles Munger,99,1,28,0,1,1
1368,2,Adam Neumann,44,1,12,7,1,3
1368,2,Thi Phuong Thao Nguyen,52,0,0,6,1,1
1368,2,Ni Yongpei & family,71,1,27,5,1,1
1368,2,Heloise Pratt,60,0,17,2,0,1
1368,2,Qi Xiangdong,52,1,27,1,1,3
1368,2,Phillip T. (Terry) Ragon,73,1,28,1,1,3
1368,2,Prathap Reddy,91,1,26,4,1,1
1368,2,Jerry Reinsdorf,87,1,28,15,1,3
1368,2,Chad Richison,52,1,28,1,1,1
1368,2,"Karl Scheufele, III. & family",84,1,16,3,1,3
1368,2,Alice Schwartz,96,0,28,4,1,3
1368,2,Kavitark Ram Shriram,66,1,28,1,1,1
1368,2,William Stone,67,1,28,1,1,1
1368,2,Henry Swieca,65,1,28,0,1,3
1368,2,Harley Sy,63,1,5,6,0,1
1368,2,Teresita Sy-Coson,72,0,5,6,0,1
1368,2,Katsumi Tada,77,1,13,7,1,1
1368,2,Tang Jinkui & family,67,1,27,2,1,1
1368,2,Tang Xiao'ou,55,1,23,1,1,1
1368,2,Lottie Tham & family,73,0,15,3,0,1
1368,2,Shamsheer Vayalil,46,1,26,4,0,0
1368,2,Radha Vembu,50,0,26,1,0,3
1368,2,Wang Wenmo,66,1,27,3,1,3
1368,2,Wang Zhenghua,78,1,27,12,1,3
1368,2,Kai Wu,55,1,27,8,1,1
1368,2,Xu Yingzhuo,55,1,27,5,1,1
1368,2,Yeung Kin-man,59,1,23,2,1,1
1368,2,Huijiao Yu,57,1,27,14,1,1
1368,2,Oren Zeev,58,1,12,0,1,1
1368,2,Clayton Zekelman,54,1,22,2,0,3
1368,2,Zhao Fenggang,57,1,27,8,1,1
1434,2,Alex Beard,55,1,19,11,1,1
1434,2,Travis Boersma,52,1,28,5,1,1
1434,2,William Boyd & family,91,1,28,17,1,1
1434,2,Anand Burman,70,1,26,5,0,1
1434,2,Cao Ji,71,1,27,2,1,1
1434,2,Bruce Cheng,86,1,18,1,1,2
1434,2,Chi Yufeng,52,1,27,1,0,3
1434,2,Daniel Chiu,62,1,23,8,1,3
1434,2,Beda Diethelm,82,1,16,4,1,1
1434,2,Domenico Dolce,64,1,21,3,1,3
1434,2,Ralph Dommermuth,59,1,25,1,1,1
1434,2,Georgi Domuschiev,50,1,0,6,1,3
1434,2,Kiril Domuschiev,53,1,0,6,1,3
1434,2,Bob Ell,78,1,17,7,1,2
1434,2,Paul Foster,65,1,28,8,1,3
1434,2,Stefano Gabbana,60,1,21,3,1,3
1434,2,Xingjiang Gao,59,1,27,2,1,1
1434,2,Gordon Getty,89,1,28,8,0,2
1434,2,Dennis Gillings,78,1,19,4,1,2
1434,2,Harsh Goenka,65,1,26,6,0,2
1434,2,Sanjiv Goenka,62,1,26,6,0,1
1434,2,Jane Goldman,67,0,28,7,0,1
1434,2,Stein Erik Hagen,66,1,3,3,1,1
1434,2,Bahaa Hariri,56,1,0,7,0,2
1434,2,Hortensia Herrero,72,0,8,3,0,1
1434,2,Douglas Hsu,80,1,18,6,0,1
1434,2,Huang Min,49,1,27,2,1,3
1434,2,Jared Isaacman,40,1,28,1,1,3
1434,2,Eugene Kaspersky,57,1,24,1,1,3
1434,2,Artem Khachatryan,48,1,24,3,1,0
1434,2,Thomas Kwok,71,1,23,7,0,3
1434,2,Marc Lasry,62,1,28,0,1,3
1434,2,Christian Latouche & family,82,1,14,0,1,1
1434,2,Theodore Leonsis,67,1,28,15,1,3
1434,2,Lin Chang Su-O,82,0,18,7,0,1
1434,2,Liu Chengyu & family,60,1,27,2,1,3
1434,2,Sergey Lomakin,49,1,24,3,1,0
1434,2,Daniel Lubetzky,54,1,28,5,1,1
1434,2,Anand Mahindra,67,1,26,6,0,3
1434,2,Rafique Malik,72,1,26,3,0,3
1434,2,Katarina Martinson,41,0,15,6,0,3
1434,2,Kiran Mazumdar-Shaw,70,0,26,4,1,1
1434,2,Nirmal Minda,65,1,26,10,0,1
1434,2,Mu Rongjun,43,1,27,1,1,1
1434,2,Eugene Murtagh,80,1,0,2,1,1
1434,2,Alexander Nesis,60,1,24,0,1,3
1434,2,Zugen Ni,66,1,27,2,1,3
1434,2,Florentino Perez,76,1,8,13,1,3
1434,2,Victor Pinchuk,62,1,0,11,1,3
1434,2,Raveendran Byju,41,1,26,1,1,1
1434,2,P.P. Reddy,65,1,26,13,1,3
1434,2,Richard Saghian,41,1,28,3,1,3
1434,2,Shi Yifeng,49,1,27,4,1,3
1434,2,Thaksin Shinawatra,73,1,9,0,1,3
1434,2,Shu Ping,53,0,7,5,1,3
1434,2,Timothy Springer,75,1,28,4,1,2
1434,2,Venu Srinivasan,70,1,26,10,0,3
1434,2,Edward Stack,68,1,28,3,1,3
1434,2,Sun Mengquan & family,73,1,27,5,1,1
1434,2,Alexander Svetakov,55,1,24,0,1,1
1434,2,Torsten Toeller,56,1,25,3,1,1
1434,2,Hamdi Ulukaya,50,1,10,5,1,1
1434,2,Wang Linpeng,54,1,27,13,1,1
1434,2,Wei Ing-Chou,69,1,18,5,1,3
1434,2,Wei Yin-Chun,66,1,18,5,1,3
1434,2,Wei Yin-Heng,64,1,18,5,1,3
1434,2,Wei Ying-Chiao,68,1,18,5,1,3
1434,2,Elaine Wynn,80,0,28,17,1,3
1434,2,Xu Xudong & family,53,1,27,10,1,3
1434,2,Michael Ying,73,1,23,3,1,3
1434,2,Yu Qibing & family,57,1,27,2,1,1
1434,2,Yuan Fugen & family,72,1,27,2,1,3
1434,2,Zhang Ning & family,49,0,22,2,1,1
1434,2,Zhao Tao,57,1,7,4,0,1
1516,2,Anu Aga,80,0,26,13,0,3
1516,2,Mohamed Al Fayed,94,1,0,3,1,1
1516,2,Andrey Andreev,49,1,19,1,1,2
1516,2,Michael Ashcroft,77,1,19,0,1,1
1516,2,Pavel Baudis,62,1,0,1,1,1
1516,2,Cao Jianwei,44,1,27,2,1,2
1516,2,Huwen Chen,52,1,27,2,1,1
1516,2,Phongthep Chiaravanont,71,1,9,6,0,3
1516,2,Dou Zhenggang,69,1,27,6,1,1
1516,2,Maria Franca Fissolo,88,0,21,5,0,2
1516,2,William Franke,85,1,28,6,1,1
1516,2,Mario Germano Giuliani,51,1,16,4,0,1
1516,2,Amy Goldman Fowler,68,0,28,7,0,1
1516,2,John Hancock,47,1,17,11,0,1
1516,2,Hu Yangzhong,58,1,27,1,1,1
1516,2,Huang Dawen,62,1,23,2,1,1
1516,2,Huang Qiaoling,64,1,27,9,1,3
1516,2,Michael Jordan,60,1,28,15,1,3
1516,2,Diane Kemper,77,0,28,7,0,1
1516,2,Shlomo Kramer,57,1,12,1,1,1
1516,2,Heikki Kyostila,77,1,0,4,1,3
1516,2,Martin Lau,50,1,23,1,1,1
1516,2,Li Min,57,1,27,1,1,1
1516,2,Liang Rubo,40,1,27,1,1,1
1516,2,Liang Zhaoxian,58,1,27,2,0,1
1516,2,Lin Fanlian,61,1,27,8,1,1
1516,2,Aloke Lohia,64,1,26,2,0,1
1516,2,Bill Malhotra,73,1,22,7,1,3
1516,2,Alexander Mamut,63,1,24,0,1,1
1516,2,Craig McCaw,73,1,28,16,0,1
1516,2,Cunhui Nan,59,1,27,2,1,1
1516,2,Tengyun Nie & family,47,1,27,12,1,1
1516,2,Oei Hong Leong,75,1,7,0,0,3
1516,2,Clive Palmer,69,1,17,11,1,1
1516,2,Matthew Prince,48,1,28,1,1,1
1516,2,Linda Pritzker,69,0,28,12,0,2
1516,2,P.V. Krishna Reddy,53,1,26,13,1,3
1516,2,Bianca Rinehart,46,0,17,11,0,1
1516,2,Ginia Rinehart,36,0,17,11,0,1
1516,2,T. Denny Sanford,87,1,28,0,1,1
1516,2,Bhadresh Shah,71,1,26,2,1,3
1516,2,Zygmunt Solorz-Zak,66,1,0,9,1,1
1516,2,Sylvia Stroeher,67,0,25,3,0,2
1516,2,Otto Toto Sugiri,69,1,6,1,1,1
1516,2,Wichai Thongtang,76,1,9,0,1,2
1516,2,Ion Tiriac,83,1,0,0,1,3
1516,2,Hope Welker,37,0,17,11,0,1
1516,2,William Young,82,1,28,2,1,1
1516,2,Zhang Fan,57,1,27,1,1,1
1516,2,Shilong Zhang & family,57,1,27,1,1,1
1516,2,Zhang Wanzhen,73,1,27,2,1,1
1516,2,Hongfei Zhao,48,1,27,1,1,1
1516,2,Zhou Jian,46,1,27,8,1,1
1516,2,Zhu Yiwen & family,59,1,27,4,1,3
1575,1,Roberto Angelini Rossi,74,1,0,6,0,3
1575,1,Mika Anttonen,56,1,0,8,1,3
1575,1,Julio Bozano,87,1,20,0,1,1
1575,1,Nikolai Buinov,55,1,24,8,1,3
1575,1,Nicola Bulgari,82,1,21,3,0,2
1575,1,Jianxing Che,56,1,27,3,1,1
1575,1,Huxiong Chen,52,1,27,2,1,1
1575,1,Chen Zhisong,57,1,27,1,1,1
1575,1,Prathip Chiravanond,74,1,9,6,0,0
1575,1,Alexandra Daitch,60,0,28,5,0,1
1575,1,Sol Daurella,57,0,8,5,0,3
1575,1,James Dinan,63,1,28,0,1,2
1575,1,Dong Fan,53,1,27,4,1,1
1575,1,Bulent Eczacibasi,73,1,10,6,0,3
1575,1,Faruk Eczacibasi,68,1,10,6,0,3
1575,1,Eduardo Eurnekian,90,1,0,6,1,3
1575,1,Guo Zhenyu & family,59,1,22,3,1,1
1575,1,Surjit Kumar Gupta,81,1,26,2,0,3
1575,1,Caroline Hagen Kjos,39,0,3,6,0,1
1575,1,Roberto Hernandez Ramirez,81,1,2,0,1,2
1575,1,Reid Hoffman,55,1,28,1,1,1
1575,1,Hu Rongda & family,64,1,27,2,1,3
1575,1,"B. Wayne Hughes, Jr.",63,1,28,7,0,1
1575,1,Hui Wing Mau,72,1,23,7,1,1
1575,1,Scott Kapnick,64,1,28,0,1,3
1575,1,Richard Kayne,77,1,28,0,1,3
1575,1,Dominika Kulczyk,45,0,0,0,0,3
1575,1,Edward Lampert,60,1,28,0,1,3
1575,1,James Leprino,85,1,28,5,0,1
1575,1,David Lichtenstein,61,1,28,7,1,2
1575,1,Lin Dingqiang & family,56,1,23,7,1,2
1575,1,Sarah MacMillan,69,0,28,5,0,1
1575,1,Strive Masiyiwa,62,1,0,16,1,1
1575,1,Robert Miller,89,1,19,3,1,1
1575,1,Simon Nixon,55,1,19,1,1,3
1575,1,Kentaro Ogawa,74,1,13,5,1,3
1575,1,Ajay Parekh,65,1,26,2,0,1
1575,1,Narendrakumar Parekh,84,1,26,2,0,1
1575,1,Jennifer Pritzker,72,0,28,0,0,1
1575,1,G. Rajendran,80,1,26,3,1,3
1575,1,Ren Jianhua,66,1,27,2,1,1
1575,1,Larry Robbins,53,1,28,0,1,2
1575,1,Dwight Schar,81,1,28,13,1,2
1575,1,Qinxiang Shao,68,1,27,2,1,3
1575,1,Hua Shen,60,1,28,1,1,1
1575,1,Shi Wen-long,95,1,18,2,1,1
1575,1,Peter Sondakh,73,1,6,0,1,1
1575,1,Lucy Stitzer,63,0,28,5,0,1
1575,1,Elizabeth Sy,70,0,5,6,0,1
1575,1,Mehmet Sinan Tara,64,1,10,13,0,3
1575,1,Masateru Uno & family,76,1,13,3,1,1
1575,1,Vardis Vardinoyannis & family,90,1,0,8,1,3
1575,1,Jitendra Virwani,57,1,26,7,0,1
1575,1,Wang Chaobin,67,1,27,7,1,2
1575,1,Wang Ren-sheng,91,1,18,3,1,1
1575,1,Charlotte Colket Weber,80,0,28,5,0,3
1575,1,Xie Juhua & family,72,0,27,4,0,1
1575,1,Chuanhua Xu & family,88,1,27,2,1,1
1575,1,Zhang Hongwei,68,1,27,6,1,1
1575,1,Anita Zucker,71,0,28,2,0,3
1647,1,Cameron Adams,43,1,17,1,1,1
1647,1,Faisal Bin Qassim Al Thani,75,1,0,6,1,1
1647,1,Leslie Alexander,79,1,28,15,1,2
1647,1,Masaaki Arai,57,1,13,7,1,1
1647,1,Sabrina Benetton,49,0,21,3,0,3
1647,1,Sanjeev Bikhchandani,59,1,26,1,1,1
1647,1,O. Francis Biondi,58,1,28,0,1,2
1647,1,Alejandro Bulgheroni,78,1,0,8,0,1
1647,1,R.G. Chandramogan,74,1,26,5,1,1
1647,1,Binod Chaudhary,67,1,0,6,0,3
1647,1,Tim Cook,62,1,28,1,1,1
1647,1,Mark Coombs,62,1,19,0,1,2
1647,1,John de Mol,68,1,1,9,1,2
1647,1,D. Leopoldo Del Pino,60,1,8,13,0,1
1647,1,Diao Zhizhong,59,1,27,1,1,3
1647,1,Robert Duggan,78,1,28,4,1,1
1647,1,James France,78,1,28,15,0,2
1647,1,Phillip Frost,86,1,28,4,1,1
1647,1,Jayme Garfinkel & family,77,1,20,0,0,3
1647,1,Christopher Goldsbury,80,1,28,5,0,2
1647,1,Yusuf Hamied,86,1,26,4,0,1
1647,1,Brian Higgins,58,1,28,0,1,2
1647,1,Wei Huang,63,1,27,7,1,3
1647,1,Yintai Jiang & family,72,1,27,10,1,3
1647,1,Lei Jin,57,1,27,4,1,3
1647,1,Jin Lei & family,68,1,27,4,1,3
1647,1,Valentin Kipyatkov,46,1,0,1,1,1
1647,1,Koo Kwang-mo,45,1,11,6,0,3
1647,1,George Kurtz,52,1,28,1,1,1
1647,1,Joe Lacob,67,1,28,15,1,3
1647,1,Joe Lau,33,1,28,1,1,1
1647,1,Louise Lindh,43,0,15,6,0,3
1647,1,Luo Yangyong & family,47,1,27,11,1,1
1647,1,Joao Roberto Marinho,69,1,20,9,0,1
1647,1,Jose Roberto Marinho,67,1,20,9,0,1
1647,1,Roberto Irineu Marinho,75,1,20,9,0,1
1647,1,Gary Michelson,74,1,28,4,1,2
1647,1,Robert G. Miller,77,1,22,1,1,2
1647,1,David Mindus,51,1,15,7,1,1
1647,1,Mofatraj Munot,78,1,26,7,1,3
1647,1,Ezra Nahmad,77,1,0,0,0,3
1647,1,Satyanarayan Nuwal,70,1,26,2,1,3
1647,1,Nihat Ozdemir,72,1,10,6,1,1
1647,1,Benjamin Zhengmin Pan & family,53,1,27,1,1,1
1647,1,Pierre Karl Péladeau,61,1,22,9,0,2
1647,1,Ronald Perelman,80,1,28,0,1,1
1647,1,Olivier Pomel,46,1,14,1,1,1
1647,1,Krit Ratanarak,76,1,9,9,0,2
1647,1,Vinod Saraf,70,1,26,2,1,1
1647,1,Anatoly Sedykh,58,1,24,11,1,0
1647,1,Genhuo Shao,57,1,27,5,1,1
1647,1,Shen Xiqiang & family,75,1,27,8,1,1
1647,1,S.D. Shibulal,68,1,26,1,1,1
1647,1,Suh Kyung-bae,60,1,11,3,0,1
1647,1,Sze Man Bok,73,1,27,2,1,1
1647,1,Jim Thompson,83,1,28,14,1,3
1647,1,Tran Dinh Long,62,1,0,2,1,1
1647,1,Alan Trefler,67,1,28,1,1,1
1647,1,Riaz Valani,46,1,28,0,1,1
1647,1,Pieter van der Does,53,1,1,1,1,1
1647,1,Martin Viessmann,69,1,25,2,0,1
1647,1,Nikil Viswanathan,35,1,28,1,1,1
1647,1,Todd Wagner,62,1,28,9,1,1
1647,1,Evan Williams,51,1,28,1,1,1
1647,1,Kie Chie Wong,75,1,4,11,0,3
1647,1,Thomas Wu,72,1,18,0,0,1
1647,1,Wu Yingming,56,1,27,8,1,1
1647,1,Amy Wyss,52,0,28,4,0,1
1647,1,Yan Zhi,50,1,27,7,1,1
1647,1,Alan Zekelman,60,1,22,2,0,3
1647,1,Zhang Li,70,1,27,7,1,1
1725,1,Marc Andreessen,51,1,28,0,1,2
1725,1,Lesley Bamberger,57,1,1,7,0,3
1725,1,Bang Si-hyuk,50,1,11,9,1,1
1725,1,David Booth,77,1,28,0,1,2
1725,1,Jim Breyer,61,1,28,1,1,1
1725,1,Kommer Damen,79,1,1,2,0,1
1725,1,Carl DeSantis,83,1,28,5,1,3
1725,1,Marek Dospiva,53,1,0,0,1,3
1725,1,Keith Dunleavy & family,53,1,28,4,1,2
1725,1,John Elkann,47,1,21,0,0,1
1725,1,Francois Feuillet & family,74,1,14,10,0,1
1725,1,Yasuhiro Fukushima,75,1,13,9,1,1
1725,1,Mario Gabelli,81,1,28,0,1,1
1725,1,Rolf Gerling,68,1,25,0,0,2
1725,1,John Goff,67,1,28,7,1,3
1725,1,Alexandre Grendene Bartelle,73,1,20,3,1,1
1725,1,Gerry Harvey,83,1,17,3,1,1
1725,1,He Zhaoxi,49,1,27,1,1,2
1725,1,William Heinecke,73,1,9,7,1,2
1725,1,Jay Hennick,66,1,22,0,1,1
1725,1,Ilkka Herlin,64,1,0,2,0,3
1725,1,Asok Kumar Hiranandani,68,1,7,7,0,3
1725,1,Hal Jackman,90,1,22,0,1,1
1725,1,Keeree Kanjanapas,72,1,9,7,1,1
1725,1,Osman Kibar,52,1,28,4,1,1
1725,1,Kim Chang-soo,62,1,11,3,1,1
1725,1,Mustafa Kucuk,59,1,10,3,1,3
1725,1,Christopher Kwok,37,1,23,7,0,3
1725,1,Edward Kwok,42,1,23,7,0,3
