year,month,rank,net_worth,full_name,age,gender,country_of_citizenship,city_of_residence,business_category,self_made,wealth_status
2021,4,2141,1.4 ,Zadik Bino & family,77.0,Male,Israel,Tel Aviv,Diversified,True,Increased
2021,4,2141,1.4 ,Anna Maria Braun,42.0,Female,Germany,Melsungen,Healthcare,False,Increased
2021,4,2141,1.4 ,Johanna Braun,41.0,Female,Germany,Melsungen,Healthcare,False,Increased
2021,4,2141,1.4 ,Karl Friedrich Braun,38.0,Male,Germany,Melsungen,Healthcare,False,Increased
2021,4,2141,1.4 ,Cai Hao & family,50.0,Male,China,Kunshan,Manufacturing,True,
2021,4,2141,1.4 ,Binod Chaudhary,65.0,Male,Nepal,Kathmandu,Diversified,False,Remained Even
2021,4,2141,1.4 ,Liying Chen,45.0,Female,China,Shanghai,Logistics,True,Decreased
2021,4,2141,1.4 ,Chen Qixing,61.0,Male,China,Shenzhen,Technology,True,Increased
2021,4,2141,1.4 ,Chen Zhuolin,59.0,Male,China,Zhongshan,Real Estate,True,Increased
2021,4,2141,1.4 ,Fernando Chico Pardo,69.0,Male,Mexico,Mexico City,Service,True,Returned to List
2021,4,2141,1.4 ,Jean-Paul Clozel,66.0,Male,Switzerland,Basel,Healthcare,True,Returned to List
2021,4,2141,1.4 ,Jim Crane,67.0,Male,United States,Houston,Sports,True,Increased
2021,4,2141,1.4 ,Ana Lucia de Mattos Barretto Villela,47.0,Female,Brazil,Sao Paulo,Finance & Investments,False,Decreased
2021,4,2141,1.4 ,Darwin Deason,80.0,Male,United States,Dallas,Service,True,Increased
2021,4,2141,1.4 ,Sefik Yilmaz Dizdar,83.0,Male,Turkey,Istanbul,Fashion & Retail,True,Increased
2021,4,2141,1.4 ,James Duff,60.0,Male,United States,Hattiesburg,Diversified,True,Remained Even
2021,4,2141,1.4 ,Thomas Duff,64.0,Male,United States,Hattiesburg,Diversified,True,Remained Even
2021,4,2141,1.4 ,Keith Dunleavy & family,51.0,Male,United States,Annapolis,Healthcare,True,
2021,4,2141,1.4 ,Fang Zhancheng,,Male,China,Foshan,Food & Beverage,True,
2021,4,2141,1.4 ,Lloyd Frink,56.0,Male,United States,Seattle,Real Estate,True,
2021,4,2141,1.4 ,Gao Yunfeng,54.0,Male,China,Shenzhen,Manufacturing,True,Returned to List
2021,4,2141,1.4 ,Jayme Garfinkel & family,75.0,Male,Brazil,Sao Paulo,Finance & Investments,False,Returned to List
2021,4,2141,1.4 ,Balkrishan Goenka,54.0,Male,India,Mumbai,Manufacturing,True,Returned to List
2021,4,2141,1.4 ,Jitse Groen,42.0,Male,Netherlands,,Food & Beverage,True,Increased
2021,4,2141,1.4 ,Mimi Haas,74.0,Female,United States,San Francisco,Fashion & Retail,False,Returned to List
2021,4,2141,1.4 ,Richard Hayne,73.0,Male,United States,Philadelphia,Fashion & Retail,True,Returned to List
2021,4,2141,1.4 ,He Ningning,50.0,Male,China,Shenzhen,Manufacturing,True,
2021,4,2141,1.4 ,He Yamin & family,64.0,Male,China,Chengdu,Manufacturing,True,Returned to List
2021,4,2141,1.4 ,Timothy Headington,70.0,Male,United States,Dallas,Energy,False,Increased
2021,4,2141,1.4 ,Christian Herz,,Male,Germany,,Finance & Investments,False,Decreased
2021,4,2141,1.4 ,Michaela Herz,,Female,Germany,,Finance & Investments,False,Decreased
2021,4,2141,1.4 ,Daniel Hirschfeld,79.0,Male,United States,Kearney,Fashion & Retail,False,Returned to List
2021,4,2141,1.4 ,Francis Holder,80.0,Male,France,Lille,Food & Beverage,True,Increased
2021,4,2141,1.4 ,Chengzhong Hu,60.0,Male,China,Wenzhou,Manufacturing,True,Increased
2021,4,2141,1.4 ,Hu Gengxi & family,57.0,Male,China,Shanghai,Healthcare,True,Increased
2021,4,2141,1.4 ,Huang Hongyun & family,54.0,Male,China,Chongqing,Real Estate,True,Increased
2021,4,2141,1.4 ,Huang Jian,54.0,Male,China,Shunde,Manufacturing,True,
2021,4,2141,1.4 ,Huang Weibin,53.0,Male,China,Haining,Manufacturing,True,
2021,4,2141,1.4 ,Huang Xiaofen & family,59.0,Female,China,Shenzhen,Technology,True,Decreased
2021,4,2141,1.4 ,Archie Hwang,68.0,Male,Taiwan,Taipei,Technology,True,Increased
2021,4,2141,1.4 ,Jay-Z,51.0,Male,United States,New York,Media & Entertainment,True,Increased
2021,4,2141,1.4 ,Johan Johannson,54.0,Male,Norway,Oslo,Fashion & Retail,False,Returned to List
2021,4,2141,1.4 ,Scott Kapnick,62.0,Male,United States,Naples,Finance & Investments,True,Remained Even
2021,4,2141,1.4 ,Sidney Kimmel,93.0,Male,United States,New York,Fashion & Retail,True,Increased
2021,4,2141,1.4 ,Christine Knauf,,Female,Germany,,Manufacturing,False,
2021,4,2141,1.4 ,Karl Knauf,,Male,Germany,,Manufacturing,False,
2021,4,2141,1.4 ,Andrei Kosogov,60.0,Male,Russia,Moscow,Energy,True,Increased
2021,4,2141,1.4 ,Guilherme Peirao Leal,71.0,Male,Brazil,Sao Paulo,Fashion & Retail,True,Returned to List
2021,4,2141,1.4 ,Theodore Leonsis,65.0,Male,United States,Bethesda,Sports,True,Remained Even
2021,4,2141,1.4 ,Li Denghai,71.0,Male,China,Laizhou,Food & Beverage,True,Returned to List
2021,4,2141,1.4 ,Liang Qin & family,49.0,Female,China,Yangzhou,Technology,True,
2021,4,2141,1.4 ,Liang Yaoming,57.0,Male,China,Guangzhou,Healthcare,True,
2021,4,2141,1.4 ,Liu Hua,48.0,Male,China,Qiqihaer,Food & Beverage,True,
2021,4,2141,1.4 ,Xuejing Liu & family,70.0,Male,China,Liaocheng,Diversified,True,Increased
2021,4,2141,1.4 ,Anatoly Lomakin,68.0,Male,Russia,Moscow,Metals & Mining,True,Remained Even
2021,4,2141,1.4 ,Rongfu Lu,50.0,Male,China,Xiamen,Telecom,True,Increased
2021,4,2141,1.4 ,Antonio Marcegaglia,57.0,Male,Italy,Mantua,Metals & Mining,False,
2021,4,2141,1.4 ,Emma Marcegaglia,55.0,Female,Italy,Mantua,Metals & Mining,False,
2021,4,2141,1.4 ,Ilson Mateus & family,58.0,Male,Brazil,Sao Luis,Fashion & Retail,True,
2021,4,2141,1.4 ,Terence (Terry) Matthews,78.0,Male,Canada,Ottawa,Telecom,True,Increased
2021,4,2141,1.4 ,Trevor Milton,39.0,Male,United States,Phoenix,Automotive,True,Increased
2021,4,2141,1.4 ,Nirmal Minda,63.0,Male,India,Gurgaon,Automotive,False,Returned to List
2021,4,2141,1.4 ,Robert Mouawad,76.0,Male,Lebanon,Manama,Service,False,Decreased
2021,4,2141,1.4 ,Judith Neilson,75.0,Female,Australia,Sydney,Finance & Investments,False,Returned to List
2021,4,2141,1.4 ,Kerr Neilson,71.0,Male,Australia,Sydney,Finance & Investments,True,Returned to List
2021,4,2141,1.4 ,Vadim Novinsky,57.0,Male,Ukraine,Kiev,Metals & Mining,True,Returned to List
2021,4,2141,1.4 ,John Ocampo,62.0,Male,United States,Los Altos,Technology,True,
2021,4,2141,1.4 ,Jonathan Oringer,46.0,Male,United States,Miami Beach,Technology,True,Returned to List
2021,4,2141,1.4 ,Andreas Pohl,56.0,Male,Germany,Marburg,Finance & Investments,False,Increased
2021,4,2141,1.4 ,"Reinfried Pohl, Jr.",61.0,Male,Germany,Marburg,Finance & Investments,False,Increased
2021,4,2141,1.4 ,Qi Jinxing,59.0,Male,China,Hangzhou,Real Estate,True,Increased
2021,4,2141,1.4 ,Qian Jinghong,48.0,Female,China,Wuxi,Automotive,True,
2021,4,2141,1.4 ,Vito Rodriguez Rodriguez,82.0,Male,Peru,Lima,Diversified,True,Returned to List
2021,4,2141,1.4 ,Oliver Samwer,47.0,Male,Germany,Munich,Technology,True,Returned to List
2021,4,2141,1.4 ,Martin Selig,83.0,Male,United States,Seattle,Real Estate,True,Decreased
2021,4,2141,1.4 ,Airat Shaimiev,59.0,Male,Russia,Kazan,Energy,True,Increased
2021,4,2141,1.4 ,Amnon Shashua,60.0,Male,Israel,Kfar Shmaryahu,Automotive,True,
2021,4,2141,1.4 ,Nobutoshi Shimamura,95.0,Male,Japan,Saitama,Fashion & Retail,True,Returned to List
2021,4,2141,1.4 ,Michael Spencer,65.0,Male,United Kingdom,"London, Suffolk",Finance & Investments,True,Returned to List
2021,4,2141,1.4 ,Edward Stack,66.0,Male,United States,Sewickley,Fashion & Retail,True,Returned to List
2021,4,2141,1.4 ,Thomas Steyer,63.0,Male,United States,San Francisco,Finance & Investments,True,Decreased
2021,4,2141,1.4 ,Ruiqing Tan,54.0,Male,China,Zhengzhou,Manufacturing,True,
2021,4,2141,1.4 ,Itaru Tanimura,56.0,Male,Japan,Tokyo,Healthcare,True,
2021,4,2141,1.4 ,Sukanto Tanoto,71.0,Male,Indonesia,Singapore,Diversified,True,Increased
2021,4,2141,1.4 ,Alexander Tedja,75.0,Male,Indonesia,Jakarta,Real Estate,True,Returned to List
2021,4,2141,1.4 ,Jim Thompson,81.0,Male,United States,Hong Kong,Logistics,True,Increased
2021,4,2141,1.4 ,Jonathan Tisch,67.0,Male,United States,New York,Diversified,False,Remained Even
2021,4,2141,1.4 ,Wilma Tisch,93.0,Female,United States,New York,Finance & Investments,False,Increased
2021,4,2141,1.4 ,Gisele Trajano,,Female,Brazil,,Fashion & Retail,False,
2021,4,2141,1.4 ,Jayshree Ullal,60.0,Female,United States,Saratoga,Technology,True,Increased
2021,4,2141,1.4 ,Vardis Vardinoyannis & family,88.0,Male,Greece,Athens,Energy,True,Increased
2021,4,2141,1.4 ,Sunny Varkey,63.0,Male,India,Dubai,Service,False,Increased
2021,4,2141,1.4 ,Jianfeng Wang & family,51.0,Male,China,Ningbo,Automotive,True,Remained Even
2021,4,2141,1.4 ,Junjin Wang,52.0,Male,China,Shanghai,Service,True,Returned to List
2021,4,2141,1.4 ,Mingwang Wang,53.0,Male,China,Shenzhen,Manufacturing,True,
2021,4,2141,1.4 ,Wang Xiaoshen,52.0,Male,China,Urumchi,Manufacturing,True,
2021,4,2141,1.4 ,Werner O. Weber,82.0,Male,Switzerland,Zurich,Manufacturing,True,
2021,4,2141,1.4 ,Drorit Wertheim,65.0,Female,Israel,Bnei Atarot,Food & Beverage,False,
2021,4,2141,1.4 ,"Alfred West, Jr.",78.0,Male,United States,Paoli,Finance & Investments,True,Returned to List
2021,4,2141,1.4 ,Wu Po Sum,70.0,Male,China,Zhengzhou,Real Estate,True,
2021,4,2141,1.4 ,Xie Ketao,57.0,Male,China,Guangzhou,Service,True,Returned to List
2021,4,2141,1.4 ,Swift Xie,41.0,Male,China,Shenzhen,Technology,True,Remained Even
2021,4,2141,1.4 ,Yu Guo,59.0,Male,China,Nanchang,Service,True,Returned to List
2021,4,2141,1.4 ,"Richard Yuengling, Jr.",78.0,Male,United States,Pottsville,Food & Beverage,False,Increased
2021,4,2141,1.4 ,Clayton Zekelman,52.0,Male,Canada,Windsor,Manufacturing,False,Remained Even
2021,4,2141,1.4 ,Zheng Hong & family,70.0,Male,China,Beijing,Technology,True,
2021,4,2141,1.4 ,Shusheng Zheng,55.0,Male,China,Hangzhou,Telecom,True,Decreased
2021,4,2141,1.4 ,Zhuo Jun,55.0,Female,Hong Kong,Hong Kong,Manufacturing,False,Decreased
2021,4,2141,1.4 ,Inigo Zobel,64.0,Male,Philippines,Makati,Diversified,False,
2021,4,2263,1.3 ,Sanjay Agarwal,50.0,Male,India,Jaipur,Finance & Investments,True,
2021,4,2263,1.3 ,Hamad bin Jassim bin Jaber Al Thani,61.0,Male,Qatar,Doha,Finance & Investments,False,Returned to List
2021,4,2263,1.3 ,Nerio Alessandri,59.0,Male,Italy,Cesena,Manufacturing,True,
2021,4,2263,1.3 ,Mika Anttonen,54.0,Male,Finland,Helsinki,Energy,True,Remained Even
2021,4,2263,1.3 ,Ryuji Arai,74.0,Male,Japan,Tokyo,Manufacturing,True,
2021,4,2263,1.3 ,Mehmet Aydinlar,64.0,Male,Turkey,Istanbul,Healthcare,True,Increased
2021,4,2263,1.3 ,Achal Bakeri,61.0,Male,India,Ahmedabad,Manufacturing,True,Increased
2021,4,2263,1.3 ,Elena Baturina,58.0,Female,Russia,London,Construction & Engineering,True,Remained Even
2021,4,2263,1.3 ,Othman Benjelloun & family,88.0,Male,Morocco,Casablanca,Finance & Investments,False,Returned to List
2021,4,2263,1.3 ,Oleg Boyko,56.0,Male,Russia,Lipperswil,Diversified,True,Increased
2021,4,2263,1.3 ,Ludwig Theodor Braun,31.0,Male,Germany,Melsungen,Healthcare,False,Increased
2021,4,2263,1.3 ,Ana Maria Brescia Cafferata,96.0,Female,Peru,Lima,Diversified,False,Remained Even
2021,4,2263,1.3 ,Chris Britt,48.0,Male,United States,San Francisco,Finance & Investments,True,
2021,4,2263,1.3 ,Rafal Brzoska,43.0,Male,Poland,Warsaw,Logistics,True,
2021,4,2263,1.3 ,Chuck Bundrant,79.0,Male,United States,Seattle,Food & Beverage,True,Decreased
2021,4,2263,1.3 ,Pradip Burman,78.0,Male,India,Delhi,Food & Beverage,False,Returned to List
2021,4,2263,1.3 ,Cao Xiaochun,52.0,Female,China,Hangzhou,Healthcare,True,
2021,4,2263,1.3 ,Chang Pyung-soon,70.0,Male,South Korea,Seoul,Service,True,Increased
2021,4,2263,1.3 ,Jeffrey Cheah,76.0,Male,Malaysia,Kuala Lumpur,Real Estate,True,Increased
2021,4,2263,1.3 ,Vivien Chen,62.0,Female,Hong Kong,Hong Kong,Real Estate,False,Decreased
2021,4,2263,1.3 ,Cheng Lili,56.0,Male,China,Changzhou,Food & Beverage,True,Remained Even
2021,4,2263,1.3 ,Cho Jung-ho,62.0,Male,South Korea,Seoul,Finance & Investments,False,Returned to List
2021,4,2263,1.3 ,Cho Jyh-jer,,Male,Taiwan,,Technology,True,
2021,4,2263,1.3 ,Chu Jian,58.0,Male,China,Hangzhou,Manufacturing,True,
2021,4,2263,1.3 ,Eduard Chukhlebov,57.0,Male,Russia,Moscow,Metals & Mining,True,Increased
2021,4,2263,1.3 ,Turgay Ciner,65.0,Male,Turkey,Istanbul,Diversified,True,Remained Even
2021,4,2263,1.3 ,Tim Cook,60.0,Male,United States,Cupertino,Technology,True,
2021,4,2263,1.3 ,Richard Desmond,69.0,Male,United Kingdom,London,Media & Entertainment,True,Returned to List
2021,4,2263,1.3 ,Du Shuanghua,56.0,Male,China,Hengshui,Manufacturing,True,Increased
2021,4,2263,1.3 ,Egon Durban,47.0,Male,United States,Atherton,Finance & Investments,True,Increased
2021,4,2263,1.3 ,Eduardo Eurnekian,88.0,Male,Argentina,Buenos Aires,Diversified,True,Returned to List
2021,4,2263,1.3 ,Fan Minhua,59.0,Female,China,Haikou,Healthcare,True,Increased
2021,4,2263,1.3 ,Feng Chenhui,55.0,Male,United States,Wuxi,Technology,True,
2021,4,2263,1.3 ,Feng Yi,47.0,Male,China,Shenzhen,Technology,True,
2021,4,2263,1.3 ,John Goff,66.0,Male,United States,Fort Worth,Real Estate,True,Returned to List
2021,4,2263,1.3 ,Kenneth Hao,52.0,Male,United States,Hillsborough,Finance & Investments,True,Increased
2021,4,2263,1.3 ,Ayman Hariri,42.0,Male,Lebanon,Paris,Construction & Engineering,False,Remained Even
2021,4,2263,1.3 ,Michael Heine,71.0,Male,Australia,Melbourne,Finance & Investments,True,
2021,4,2263,1.3 ,Eduardo Hochschild,57.0,Male,Peru,Lima,Metals & Mining,False,Returned to List
2021,4,2263,1.3 ,Dawen Huang,60.0,Male,Hong Kong,Hong Kong,Manufacturing,True,Returned to List
2021,4,2263,1.3 ,Huang Shan,50.0,Male,China,Shenzhen,Technology,True,
2021,4,2263,1.3 ,Jiang Ganjun,57.0,Male,China,Guangzhou,Manufacturing,True,Returned to List
2021,4,2263,1.3 ,Conni Jonsson,60.0,Male,Sweden,Stockholm,Finance & Investments,True,
2021,4,2263,1.3 ,Zbigniew Juroszek & family,58.0,Male,Poland,Cieszyn,Diversified,True,
2021,4,2263,1.3 ,André Kasprzak,34.0,Male,Denmark,,Fashion & Retail,False,Returned to List
2021,4,2263,1.3 ,Anna Kasprzak,31.0,Female,Denmark,Haderslev,Fashion & Retail,False,Returned to List
2021,4,2263,1.3 ,Peter Kelly,63.0,Male,United Kingdom,Bristol,Technology,True,
2021,4,2263,1.3 ,Kim Nam-jung,48.0,Male,South Korea,Seoul,Food & Beverage,False,Returned to List
2021,4,2263,1.3 ,Hemendra Kothari,74.0,Male,India,Mumbai,Finance & Investments,False,Increased
2021,4,2263,1.3 ,Michael Krasny,67.0,Male,United States,Highland Park,Technology,True,Remained Even
2021,4,2263,1.3 ,Igor Kudryashkin,59.0,Male,Russia,Moscow,Metals & Mining,True,Increased
2021,4,2263,1.3 ,Bernard Lewis & family,95.0,Male,United Kingdom,London,Fashion & Retail,True,Increased
2021,4,2263,1.3 ,Li Tan,56.0,Female,China,Shenzhen,Healthcare,True,Remained Even
2021,4,2263,1.3 ,Guangwei Liang,57.0,Male,China,Shenzhen,Manufacturing,True,Increased
2021,4,2263,1.3 ,Liang Jiankun & family,59.0,Male,China,Nanjing,Metals & Mining,True,Returned to List
2021,4,2263,1.3 ,Liu Jilu & family,74.0,Male,China,Maanshan,Logistics,True,
2021,4,2263,1.3 ,Mangal Prabhat Lodha,65.0,Male,India,Mumbai,Real Estate,True,Decreased
2021,4,2263,1.3 ,Brandt Louie,77.0,Male,Canada,Vancouver,Food & Beverage,False,Increased
2021,4,2263,1.3 ,Lu Hongyan,43.0,Male,China,Xiamen,Media & Entertainment,True,Increased
2021,4,2263,1.3 ,Zhaoxi Lu,52.0,Male,China,Hangzhou,Technology,True,Returned to List
2021,4,2263,1.3 ,Ma Renhe,61.0,Male,China,Ningbo,Fashion & Retail,True,
2021,4,2263,1.3 ,Deepak Mehta,64.0,Male,India,Vadodara,Manufacturing,False,
2021,4,2263,1.3 ,Ulrike Meister,54.0,Female,Germany,,Manufacturing,False,
2021,4,2263,1.3 ,Lidiya Mikhailova & family,63.0,Female,Russia,London,Food & Beverage,True,
2021,4,2263,1.3 ,Alan Miller & family,83.0,Male,United States,Lower Merion,Healthcare,True,
2021,4,2263,1.3 ,Martin Moller Nielsen,56.0,Male,Denmark,London,Logistics,True,Decreased
2021,4,2263,1.3 ,Greg Mondre,46.0,Male,United States,New York,Finance & Investments,True,Increased
2021,4,2263,1.3 ,Yoshiko Mori,80.0,Female,Japan,Tokyo,Real Estate,False,Remained Even
2021,4,2263,1.3 ,Bob Muglia,61.0,Male,United States,Mercer Island,Technology,True,
2021,4,2263,1.3 ,George Alexander Muthoot,65.0,Male,India,Ernakulam,Finance & Investments,False,
2021,4,2263,1.3 ,George Jacob Muthoot,68.0,Male,India,Trivandrum,Finance & Investments,False,
2021,4,2263,1.3 ,George Thomas Muthoot,70.0,Male,India,Kottayam,Finance & Investments,False,
2021,4,2263,1.3 ,Ranjan Pai,48.0,Male,India,Bangalore,Service,False,Decreased
2021,4,2263,1.3 ,Antonio Percassi,67.0,Male,Italy,Bergamo,Diversified,True,Increased
2021,4,2263,1.3 ,Stefan Pierer,64.0,Male,Austria,Wels,Automotive,True,Returned to List
2021,4,2263,1.3 ,Qiu Minxiu,75.0,Female,China,Shangyu,Technology,True,
2021,4,2263,1.3 ,Lily Safra,83.0,Female,Monaco,Geneva,Finance & Investments,False,Remained Even
2021,4,2263,1.3 ,Nobutada Saji,75.0,Male,Japan,Tokyo,Food & Beverage,False,Increased
2021,4,2263,1.3 ,Thomas Sandell,60.0,Male,Sweden,London,Finance & Investments,True,Increased
2021,4,2263,1.3 ,Penny Sanford,55.0,Female,United States,Bellingham,Real Estate,False,
2021,4,2263,1.3 ,Ilya Scherbovich,46.0,Male,Russia,Moscow,Finance & Investments,True,
2021,4,2263,1.3 ,Gerald Schwartz,79.0,Male,Canada,Toronto,Finance & Investments,True,Increased
2021,4,2263,1.3 ,Anatoly Sedykh,56.0,Male,Russia,Moscow,Metals & Mining,True,Increased
2021,4,2263,1.3 ,Radik Shaimiev,56.0,Male,Russia,Kazan,Energy,True,Increased
2021,4,2263,1.3 ,Shao Xiaofeng,55.0,Male,China,Hangzhou,Technology,True,
2021,4,2263,1.3 ,Shi Xu,57.0,Male,Singapore,Singapore,Technology,True,
2021,4,2263,1.3 ,Shin Chang-jae,67.0,Male,South Korea,Seoul,Finance & Investments,False,Decreased
2021,4,2263,1.3 ,Ron Sim,62.0,Male,Singapore,Singapore,Fashion & Retail,True,Increased
2021,4,2263,1.3 ,Jasminder Singh & family,70.0,Male,United Kingdom,London,Real Estate,True,Remained Even
2021,4,2263,1.3 ,Jared Smith,46.0,Male,United States,Provo,Technology,True,Increased
2021,4,2263,1.3 ,Terry Snow,77.0,Male,Australia,Canberra,Real Estate,True,Increased
2021,4,2263,1.3 ,Petter Stordalen & family,58.0,Male,Norway,Oslo,Service,True,Remained Even
2021,4,2263,1.3 ,Dirk Stroeer,52.0,Male,Germany,Cologne,Media & Entertainment,False,Returned to List
2021,4,2263,1.3 ,Satoshi Suzuki,67.0,Male,Japan,Tokyo,Fashion & Retail,False,Returned to List
2021,4,2263,1.3 ,Tang Zhuang,48.0,Male,United States,Wuxi,Technology,True,
2021,4,2263,1.3 ,Joop van den Ende,79.0,Male,Netherlands,Baarn,Media & Entertainment,True,Increased
2021,4,2263,1.3 ,Masaru Wasami,75.0,Male,Japan,,Logistics,True,
2021,4,2263,1.3 ,Wei Shaojun,58.0,Male,China,Baoding,Real Estate,True,Increased
2021,4,2263,1.3 ,Farris Wilks,69.0,Male,United States,Cisco,Energy,True,Increased
2021,4,2263,1.3 ,Whitney Wolfe Herd,31.0,Female,United States,Austin,Technology,True,
2021,4,2263,1.3 ,Wu Yonghua,50.0,Male,China,Xiamen,Fashion & Retail,True,
2021,4,2263,1.3 ,Xia Shudong,48.0,Male,China,Beijing,Technology,True,Decreased
2021,4,2263,1.3 ,Xiong Jun & family,47.0,Male,China,Shanghai,Healthcare,True,
2021,4,2263,1.3 ,Xu Guangfu & family,78.0,Male,China,Chongqing,Energy,True,
2021,4,2263,1.3 ,Yang Keng,60.0,Male,China,Chengdu,Real Estate,True,Increased
2021,4,2263,1.3 ,Luis Enrique Yarur Rey,70.0,Male,Chile,Santiago,Finance & Investments,False,Returned to List
2021,4,2263,1.3 ,Ye Qiongjiu,66.0,Female,China,Hangzhou,Technology,True,Increased
2021,4,2263,1.3 ,Yeh Kuo-I,79.0,Male,Taiwan,,Manufacturing,True,
2021,4,2263,1.3 ,Yu Bangping & family,53.0,Male,China,Liupanshui,Metals & Mining,True,
2021,4,2263,1.3 ,Yu Jinkun & family,78.0,Male,China,Changzhou,Manufacturing,True,
2021,4,2263,1.3 ,Patrick Zalupski,40.0,Male,United States,Jacksonville,Real Estate,True,
2021,4,2263,1.3 ,Zhang Gongyun,58.0,Male,China,Gaomi,Manufacturing,True,
2021,4,2263,1.3 ,Chengjian Zhou,55.0,Male,China,Shanghai,Fashion & Retail,True,Remained Even
2021,4,2263,1.3 ,Zhou Xiayun & family,66.0,Male,China,Ningguo,Service,True,
2021,4,2263,1.3 ,Zhu Tao,48.0,Male,China,Tianjin,Healthcare,True,
2021,4,2378,1.2 ,Aras Agalarov,65.0,Male,Russia,Moscow,Fashion & Retail,True,Decreased
2021,4,2378,1.2 ,Syed Mokhtar AlBukhary,69.0,Male,Malaysia,Kuala Lumpur,Construction & Engineering,True,Returned to List
2021,4,2378,1.2 ,Anant Asavabhokhin,70.0,Male,Thailand,Bangkok,Real Estate,True,Returned to List
2021,4,2378,1.2 ,Thomas Bailey,84.0,Male,United States,Aspen,Finance & Investments,True,Remained Even
2021,4,2378,1.2 ,Shay Banon,43.0,Male,Israel,Palo Alto,Technology,True,
2021,4,2378,1.2 ,Sachin Bansal,39.0,Male,India,Bangalore,Fashion & Retail,True,Remained Even
2021,4,2378,1.2 ,Christian Bertermann,37.0,Male,Germany,Berlin,Automotive,True,
2021,4,2378,1.2 ,Kejian Cao,58.0,Male,China,Quzhou,Manufacturing,True,Returned to List
2021,4,2378,1.2 ,Edouard Carmignac,73.0,Male,France,Paris,Finance & Investments,True,Increased
2021,4,2378,1.2 ,Chen Gang,53.0,Male,China,Guangzhou,Energy,True,
2021,4,2378,1.2 ,Chen Tianqiao,47.0,Male,China,Atherton,Technology,True,Returned to List
2021,4,2378,1.2 ,Henry Cheng,74.0,Male,Hong Kong,Hong Kong,Diversified,False,Returned to List
2021,4,2378,1.2 ,Will Wei Cheng,38.0,Male,China,Beijing,Service,True,Remained Even
2021,4,2378,1.2 ,Chey Ki-won,56.0,Female,South Korea,Seoul,Technology,False,Returned to List
2021,4,2378,1.2 ,Chua Thian Poh,72.0,Male,Singapore,Singapore,Real Estate,True,Increased
2021,4,2378,1.2 ,Ronald Clarke,65.0,Male,United States,Duluth,Technology,True,
2021,4,2378,1.2 ,Sandor Csanyi,68.0,Male,Hungary,Budapest,Diversified,True,Remained Even
2021,4,2378,1.2 ,Diego Della Valle,67.0,Male,Italy,Sant'' Elpidio A Mare,Fashion & Retail,False,Increased
2021,4,2378,1.2 ,Deng Hui & family,58.0,Male,United States,Hangzhou,Technology,True,Decreased
2021,4,2378,1.2 ,Carl DeSantis,81.0,Male,United States,Delray Beach,Food & Beverage,True,
2021,4,2378,1.2 ,Mathias Doepfner,58.0,Male,Germany,,Media & Entertainment,False,
2021,4,2378,1.2 ,Aydin Dogan,84.0,Male,Turkey,Istanbul,Media & Entertainment,True,Increased
2021,4,2378,1.2 ,Marek Dospiva,51.0,Male,Czechia,Prague,Finance & Investments,True,Increased
2021,4,2378,1.2 ,Wesley Edens,59.0,Male,United States,New York,Finance & Investments,True,Increased
2021,4,2378,1.2 ,Wolfgang Egger,55.0,Male,Germany,Augsburg,Real Estate,True,Returned to List
2021,4,2378,1.2 ,Gabriel Escarrer,86.0,Male,Spain,Palma de Majorca,Service,True,Returned to List
2021,4,2378,1.2 ,Fan Zhaoxia & family,53.0,Female,China,Beijing,Energy,True,Returned to List
2021,4,2378,1.2 ,Clement Fayat & family,89.0,Male,France,Saint-Émilion,Construction & Engineering,True,Decreased
2021,4,2378,1.2 ,Gleb Fetisov,54.0,Male,Russia,Moscow,Telecom,True,Remained Even
2021,4,2378,1.2 ,Benedicte Find,,Female,Denmark,Copenhagen,Healthcare,False,Increased
2021,4,2378,1.2 ,J. Christopher Flowers,63.0,Male,United States,New York,Finance & Investments,True,Remained Even
2021,4,2378,1.2 ,Dan Gertler,47.0,Male,Israel,Bnei Brak,Metals & Mining,False,Remained Even
2021,4,2378,1.2 ,Premchand Godha,74.0,Male,India,Mumbai,Healthcare,True,
2021,4,2378,1.2 ,Lance Gokongwei,53.0,Male,Philippines,Manila,Diversified,False,
2021,4,2378,1.2 ,Lawrence Golub,61.0,Male,United States,New York,Finance & Investments,True,Remained Even
2021,4,2378,1.2 ,Ryan Graves,37.0,Male,United States,Kauai,Technology,True,Returned to List
2021,4,2378,1.2 ,Mehmet Nazif Gunal,73.0,Male,Turkey,Istanbul,Diversified,True,Decreased
2021,4,2378,1.2 ,Stelios Haji-Ioannou,54.0,Male,Cyprus,Monte Carlo,Service,False,Returned to List
2021,4,2378,1.2 ,Alfredo Harp Helu & family,77.0,Male,Mexico,Mexico City,Finance & Investments,True,Increased
2021,4,2378,1.2 ,Jaroslav Hascak & family,51.0,Male,Slovakia,Bratislava,Finance & Investments,True,Increased
2021,4,2378,1.2 ,Hong Seok-joh,68.0,Male,South Korea,Seoul,Fashion & Retail,False,Returned to List
2021,4,2378,1.2 ,Hu Xiaojun & family,59.0,Male,China,Guiyang,Service,True,
2021,4,2378,1.2 ,Shanbing Huang & family,64.0,Male,China,Qidong,Technology,True,
2021,4,2378,1.2 ,Huang Yimeng,39.0,Male,China,Shanghai,Media & Entertainment,True,
