year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2020,4,1335,1.6 B,Arsel,Semahat Sevim,Semahat Sevim Arsel,1928-09-08,91.0,Female,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,False,Decreased
2020,4,1335,1.6 B,Bennett,Angela,Angela Bennett,1944-04-01,76.0,Female,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],,,False,Decreased
2020,4,1335,1.6 B,Biondi,O. Francis,O. Francis Biondi,1964-07-04,55.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,True,Remained Even
2020,4,1335,1.6 B,Bloor,John,John Bloor,1943-06-16,76.0,Male,United Kingdom,United Kingdom,Aberdyfi,Diversified,['Diversified'],,,True,Increased
2020,4,1335,1.6 B,Brown,J. Hyatt,J. Hyatt Brown,1937-07-12,82.0,Male,United States,United States,Ormond Beach,Finance & Investments,['Finance & Investments'],,,False,Increased
2020,4,1335,1.6 B,Bruch,Thomas,Thomas Bruch,1950-04-25,69.0,Male,Germany,Germany,St. Wendel,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2020,4,1335,1.6 B,Bundrant,Chuck,Chuck Bundrant,1942-01-31,78.0,Male,United States,United States,Seattle,Food & Beverage,['Food & Beverage'],,,True,Decreased
2020,4,1335,1.6 B,Chambers,Herb,Herb Chambers,1942-01-01,78.0,Male,United States,United States,Boston,Automotive,['Automotive'],,,True,Increased
2020,4,1335,1.6 B,Chen,Huwen,Chen Huwen,1970-07-01,49.0,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,True,Increased
2020,4,1335,1.6 B,Chen,Liying,Chen Liying,1975-10-30,44.0,Female,China,China,Shanghai,Logistics,['Logistics'],,,True,Remained Even
2020,4,1335,1.6 B,Chen,Zhisong,Chen Zhisong,1966-01-07,54.0,Male,China,China,Xiamen,Technology,['Technology'],,,True,
2020,4,1335,1.6 B,Chiaravanont,Kiat,Kiat Chiaravanont,,,Male,Thailand,Hong Kong,Hong Kong,Diversified,['Diversified'],,,False,Decreased
2020,4,1335,1.6 B,Chung,Euisun,Euisun Chung,1970-10-18,49.0,Male,South Korea,South Korea,Seoul,Logistics,['Logistics'],Hyundai Motor,,False,Decreased
2020,4,1335,1.6 B,Cowin,Jack,Jack Cowin,1942-07-13,77.0,Male,Australia,Australia,Sydney,Food & Beverage,['Food & Beverage'],,,True,Decreased
2020,4,1335,1.6 B,Cremonini,Luigi,Luigi Cremonini & family,1939-04-28,80.0,Male,Italy,Italy,Modena,Food & Beverage,['Food & Beverage'],,,True,Increased
2020,4,1335,1.6 B,DeBartolo,Edward,"Edward DeBartolo, Jr.",1946-11-06,73.0,Male,United States,United States,Tampa,Real Estate,['Real Estate'],,,False,Decreased
2020,4,1335,1.6 B,Del Valle Ruiz,Antonio,Antonio Del Valle Ruiz & family,1938-08-13,81.0,Male,Mexico,Mexico,Mexico City,Manufacturing,['Manufacturing'],,,True,Decreased
2020,4,1335,1.6 B,Deng,Wen,Deng Wen,1968-03-01,52.0,Male,China,China,Chengdu,Food & Beverage,['Food & Beverage'],,,True,
2020,4,1335,1.6 B,Dewji,Mohammed,Mohammed Dewji,1975-05-08,44.0,Male,Tanzania,Tanzania,Dar es Salaam,Diversified,['Diversified'],,,False,Decreased
2020,4,1335,1.6 B,Douglas,Carl,Carl Douglas,1961-05-05,58.0,Male,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,False,Remained Even
2020,4,1335,1.6 B,Douglas,Eric,Eric Douglas,1968-05-01,51.0,Male,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,False,Remained Even
2020,4,1335,1.6 B,Egydio Arruda Villela Filho,Alfredo,Alfredo Egydio Arruda Villela Filho,1969-11-18,50.0,Male,Brazil,Brazil,Sao Paulo,Finance & Investments,['Finance & Investments'],,,False,Decreased
2020,4,1335,1.6 B,Faria,Walter,Walter Faria,1955-04-01,65.0,Male,Brazil,Brazil,Rio de Janeiro,Food & Beverage,['Food & Beverage'],,Entrepreneur,True,Decreased
2020,4,1335,1.6 B,Fayat,Clement,Clement Fayat & family,1932-01-24,88.0,Male,France,France,Saint-Émilion,Construction & Engineering,['Construction & Engineering'],,,True,Increased
2020,4,1335,1.6 B,Fraisse,Bernard,Bernard Fraisse,1956-08-10,63.0,Male,France,France,Paris,Healthcare,['Healthcare'],,,True,Decreased
2020,4,1335,1.6 B,Gapontsev,Valentin,Valentin Gapontsev & family,1939-02-23,81.0,Male,United States,United States,Worcester,Manufacturing,['Manufacturing'],,,True,Decreased
2020,4,1335,1.6 B,Goi,Sam,Sam Goi,1946-12-28,71.0,Male,Singapore,Singapore,Singapore,Food & Beverage,['Food & Beverage'],,,True,Decreased
2020,4,1335,1.6 B,Gordeev,Sergei,Sergei Gordeev,1972-11-22,47.0,Male,Russia,Russia,Moscow,Real Estate,['Real Estate'],,,True,Decreased
2020,4,1335,1.6 B,Harlap,Shmuel,Shmuel Harlap,1944-11-13,75.0,Male,Israel,Israel,Tel Aviv,Automotive,['Automotive'],,,False,Decreased
2020,4,1335,1.6 B,Haslam,Bill,Bill Haslam,1958-08-23,61.0,Male,United States,United States,Knoxville,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2020,4,1335,1.6 B,Higgins,Brian,Brian Higgins,1965-02-08,55.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],King Street Capital Management,Investor,True,Remained Even
2020,4,1335,1.6 B,Hill,J. Tomilson,J. Tomilson Hill,1948-05-24,71.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,True,Increased
2020,4,1335,1.6 B,Hiranandani,Asok Kumar,Asok Kumar Hiranandani,1954-11-28,65.0,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Decreased
2020,4,1335,1.6 B,Ho,Lawrence,Lawrence Ho,1977-01-16,43.0,Male,Hong Kong,Hong Kong,Hong Kong,Gambling & Casinos,['Gambling & Casinos'],,,False,Decreased
2020,4,1335,1.6 B,Jiang,Yehua,Jiang Yehua & family,1963-01-01,57.0,Male,China,China,Chongqing,Real Estate,['Real Estate'],,,True,Decreased
2020,4,1335,1.6 B,Jin,Lei,Jin Lei,1965-08-01,54.0,Male,China,China,Changchun,Healthcare,['Healthcare'],,,True,
2020,4,1335,1.6 B,Klyachin,Alexander,Alexander Klyachin,1967-05-18,52.0,Male,Russia,Russia,Moscow,Real Estate,['Real Estate'],,,True,Decreased
2020,4,1335,1.6 B,Lam,Kong,Lam Kong,1964-06-15,55.0,Male,China,Hong Kong,Hong Kong,Healthcare,['Healthcare'],,,True,Increased
2020,4,1335,1.6 B,Lee,Joong-keun,Lee Joong-keun,1941-01-11,79.0,Male,South Korea,South Korea,Seoul,Construction & Engineering,['Construction & Engineering'],Booyoung Group,,True,Decreased
2020,4,1335,1.6 B,Li,Li,Li Li,1964-02-09,56.0,Male,China,China,Shenzhen,Healthcare,['Healthcare'],,,True,Decreased
2020,4,1335,1.6 B,Li,Weiguo,Li Weiguo,1965-01-01,55.0,Male,China,China,Beijing,Manufacturing,['Manufacturing'],,,True,Returned to List
2020,4,1335,1.6 B,Liang,Feng,Liang Feng,1968-11-22,51.0,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,True,Increased
2020,4,1335,1.6 B,Lin,Chen-hai,Lin Chen-hai,1947-03-01,73.0,Male,Taiwan,Taiwan,Taipei,Real Estate,['Real Estate'],,,True,Decreased
2020,4,1335,1.6 B,Lin,Zhijun,Lin Zhijun,1975-09-01,44.0,Male,China,China,Xiamen,Healthcare,['Healthcare'],,,True,
2020,4,1335,1.6 B,Lin,Zhixiong,Lin Zhixiong & family,1973-07-01,46.0,Male,China,China,Xiamen,Healthcare,['Healthcare'],,,True,
2020,4,1335,1.6 B,Lozick,Catherine,Catherine Lozick,1945-05-01,74.0,Female,United States,United States,Fort Lauderdale,Manufacturing,['Manufacturing'],,,False,Decreased
2020,4,1335,1.6 B,Maran,Kalanithi,Kalanithi Maran,1965-07-26,54.0,Male,India,India,Chennai,Media & Entertainment,['Media & Entertainment'],,,True,Decreased
2020,4,1335,1.6 B,Mariwala,Harsh,Harsh Mariwala,1951-05-14,68.0,Male,India,India,Mumbai,Food & Beverage,['Food & Beverage'],,,False,Decreased
2020,4,1335,1.6 B,Minozzi,Romano,Romano Minozzi,1935-03-06,85.0,Male,Italy,Italy,Spilamberto,Diversified,['Diversified'],,,True,
2020,4,1335,1.6 B,Munger,Charles,Charles Munger,1924-01-01,96.0,Male,United States,United States,Los Angeles,Finance & Investments,['Finance & Investments'],Berkshire Hathaway Inc. (Cl A),Vice Chairman,True,Remained Even
2020,4,1335,1.6 B,Nan,Cunhui,Nan Cunhui,1963-07-09,56.0,Male,China,China,Wenzhou,Manufacturing,['Manufacturing'],,,True,Decreased
2020,4,1335,1.6 B,Peltz,Nelson,Nelson Peltz,1942-06-01,77.0,Male,United States,United States,Bedford,Finance & Investments,['Finance & Investments'],Trian Fund Management,Founder,True,Remained Even
2020,4,1335,1.6 B,Persson,Markus,Markus Persson,1979-06-01,40.0,Male,Sweden,Sweden,Stockholm,Media & Entertainment,['Media & Entertainment'],,Entrepreneur,True,Remained Even
2020,4,1335,1.6 B,Pinheiro Koren de Lima,Candido,Candido Pinheiro Koren de Lima,1947-01-01,73.0,Male,Brazil,Brazil,Fortaleza,Healthcare,['Healthcare'],,,True,Decreased
2020,4,1335,1.6 B,Reddy,P.P.,P.P. Reddy,1957-08-30,62.0,Male,India,India,Hyderabad,Construction & Engineering,['Construction & Engineering'],,,True,Decreased
2020,4,1335,1.6 B,Reddy,P.V.Krishna,P.V.Krishna Reddy,1969-06-30,50.0,Male,India,India,Hyderabad,Construction & Engineering,['Construction & Engineering'],,,True,Decreased
2020,4,1335,1.6 B,Reinhart,Matthias,Matthias Reinhart,1960-01-01,60.0,Male,Switzerland,Switzerland,Zurich,Finance & Investments,['Finance & Investments'],,,True,Increased
2020,4,1335,1.6 B,Richison,Chad,Chad Richison,1970-10-10,49.0,Male,United States,United States,Edmond,Technology,['Technology'],,,True,Increased
2020,4,1335,1.6 B,Savvidis,Ivan,Ivan Savvidis,1959-03-27,61.0,Male,Russia,Russia,Rostov-on-Don,Diversified,['Diversified'],,,True,Increased
2020,4,1335,1.6 B,Schaeffler-Thumann,Maria-Elisabeth,Maria-Elisabeth Schaeffler-Thumann,1941-08-17,78.0,Female,Germany,Germany,Herzogenaurach,Automotive,['Automotive'],,,False,Decreased
2020,4,1335,1.6 B,Seabra,Antonio Luiz,Antonio Luiz Seabra,1943-01-01,77.0,Male,Brazil,United Kingdom,London,Fashion & Retail,['Fashion & Retail'],,Entrepreneur,True,Decreased
2020,4,1335,1.6 B,Selig,Martin,Martin Selig,1937-12-31,82.0,Male,United States,United States,Seattle,Real Estate,['Real Estate'],,,True,Increased
2020,4,1335,1.6 B,Shefler,Yuri,Yuri Shefler,1967-09-10,52.0,Male,Russia,Switzerland,Geneva,Food & Beverage,['Food & Beverage'],,,True,Remained Even
2020,4,1335,1.6 B,Shen,Neil,Neil Shen,1967-12-16,52.0,Male,Hong Kong,Hong Kong,Hong Kong,Finance & Investments,['Finance & Investments'],Sequoia China,"Entrepreneur, Investor",True,Increased
2020,4,1335,1.6 B,Shi,Wen-long,Shi Wen-long,1928-02-01,92.0,Male,Taiwan,Taiwan,Tainan,Manufacturing,['Manufacturing'],,,True,Remained Even
2020,4,1335,1.6 B,Shvidler,Evgeny (Eugene),Evgeny (Eugene) Shvidler,1964-03-23,56.0,Male,United States,United Kingdom,London,Energy,['Energy'],,,True,Increased
2020,4,1335,1.6 B,Sondakh,Peter,Peter Sondakh,1950-02-26,70.0,Male,Indonesia,Indonesia,Surabaya,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,1335,1.6 B,Steyer,Thomas,Thomas Steyer,1957-06-27,62.0,Male,United States,United States,San Francisco,Finance & Investments,['Finance & Investments'],,,True,Remained Even
2020,4,1335,1.6 B,Sy,Elizabeth,Elizabeth Sy,1952-06-01,67.0,Female,Philippines,Philippines,Manila,Diversified,['Diversified'],,,False,Decreased
2020,4,1335,1.6 B,Tinkov,Oleg,Oleg Tinkov,1967-12-25,52.0,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,1335,1.6 B,Vaswani,Sunil,Sunil Vaswani,1963-07-11,56.0,Male,United Kingdom,United Arab Emirates,Dubai,Diversified,['Diversified'],,,False,Decreased
2020,4,1335,1.6 B,Veronesi,Sandro,Sandro Veronesi & family,1959-10-18,60.0,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2020,4,1335,1.6 B,Virwani,Jitendra,Jitendra Virwani,1966-02-18,54.0,Male,India,India,Bangalore,Real Estate,['Real Estate'],,,False,Decreased
2020,4,1335,1.6 B,Wang,Changtian,Wang Changtian,1965-04-26,54.0,Male,China,China,Beijing,Media & Entertainment,['Media & Entertainment'],,,True,Decreased
2020,4,1335,1.6 B,Wood,Anthony,Anthony Wood,1965-12-04,54.0,Male,United States,United States,Palo Alto,Technology,['Technology'],,,True,Increased
2020,4,1335,1.6 B,Wu,Yulan,Wu Yulan,1969-08-26,50.0,Female,China,China,Lianyungang,Healthcare,['Healthcare'],,,True,Decreased
2020,4,1335,1.6 B,Wu,Zhongyi,Wu Zhongyi,1973-10-28,46.0,Male,China,China,Xiamen,Technology,['Technology'],,,True,
2020,4,1335,1.6 B,Xu,Xudong,Xu Xudong & family,1970-03-01,50.0,Male,China,China,Ningbo,Automotive,['Automotive'],,,True,Increased
2020,4,1335,1.6 B,Yi,Xianzhong,Yi Xianzhong & family,1959-05-01,60.0,Male,China,China,Guangzhou,Healthcare,['Healthcare'],,,True,
2020,4,1335,1.6 B,Yu,Huijiao,Yu Huijiao,1966-04-01,54.0,Male,China,China,Shanghai,Logistics,['Logistics'],Shanghai YTO Express (Logistics),Founder and Chairman,True,Decreased
2020,4,1415,1.5 B,Adams,Marcel,Marcel Adams & family,1920-08-02,99.0,Male,Canada,Canada,Montreal,Real Estate,['Real Estate'],Iberville Development Limited,Founder,True,Decreased
2020,4,1415,1.5 B,Ahunai,Somphote,Somphote Ahunai,1967-06-01,52.0,Male,Thailand,Thailand,Bangkok,Energy,['Energy'],,,True,Decreased
2020,4,1415,1.5 B,Akin,Hamdi,Hamdi Akin & family,1955-01-01,65.0,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Increased
2020,4,1415,1.5 B,Austin,Nigel,Nigel Austin,1970-09-25,49.0,Male,Australia,Australia,Melbourne,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2020,4,1415,1.5 B,Bacon,Louis,Louis Bacon,1956-07-25,63.0,Male,United States,United States,Oyster Bay,Finance & Investments,['Finance & Investments'],"Moore Capital Management, LP",Founder,True,Remained Even
2020,4,1415,1.5 B,Bang,Jun-hyuk,Bang Jun-hyuk,1968-06-01,51.0,Male,South Korea,South Korea,Seoul,Technology,['Technology'],,,True,Decreased
2020,4,1415,1.5 B,Banga,Harindarpal,Harindarpal Banga,1950-08-10,69.0,Male,India,Hong Kong,Hong Kong,Finance & Investments,['Finance & Investments'],,,True,Increased
2020,4,1415,1.5 B,Berggruen,Nicolas,Nicolas Berggruen,1961-08-10,58.0,Male,United States,United States,Beverly Hills,Finance & Investments,['Finance & Investments'],,,False,Decreased
2020,4,1415,1.5 B,Boguslavsky,Leonid,Leonid Boguslavsky,1951-06-17,68.0,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],,,True,Increased
2020,4,1415,1.5 B,Calik,Ahmet,Ahmet Calik,1958-03-01,62.0,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Decreased
2020,4,1415,1.5 B,Cao,Ji,Cao Ji,1952-01-01,68.0,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,True,
2020,4,1415,1.5 B,Chan,Tan Ching-fen,Chan Tan Ching-fen,,,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2020,4,1415,1.5 B,Chen,Fashu,Chen Fashu,1960-10-26,59.0,Male,China,China,Fuzhou,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,1415,1.5 B,Chen,Huxiong,Chen Huxiong,1970-07-01,49.0,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,True,Increased
2020,4,1415,1.5 B,Chey,Tae-won,Chey Tae-won,1960-12-03,59.0,Male,South Korea,South Korea,Seoul,Telecom,['Telecom'],SK Holdings,,False,Decreased
2020,4,1415,1.5 B,Chrenko,Ivan,Ivan Chrenko,1967-06-27,52.0,Male,Slovakia,Slovakia,Bratislava,Real Estate,['Real Estate'],,,True,Decreased
2020,4,1415,1.5 B,D'Amours,Jacques,Jacques D'Amours,1956-12-08,63.0,Male,Canada,Canada,Montreal,Fashion & Retail,['Fashion & Retail'],Alimentation Couche Tard Inc. Cl A,Entrepreneur,True,Decreased
2020,4,1415,1.5 B,Damen,Kommer,Kommer Damen,1944-03-30,76.0,Male,Netherlands,Netherlands,Gorinchem,Manufacturing,['Manufacturing'],,,False,Decreased
2020,4,1415,1.5 B,de Mattos Barretto Villela,Ana Lucia,Ana Lucia de Mattos Barretto Villela,1973-10-25,46.0,Female,Brazil,Brazil,Sao Paulo,Finance & Investments,['Finance & Investments'],,,False,Decreased
2020,4,1415,1.5 B,Del Pino,D. Leopoldo,D. Leopoldo Del Pino,1962-07-30,57.0,Male,Spain,Spain,Madrid,Construction & Engineering,['Construction & Engineering'],,,False,Remained Even
2020,4,1415,1.5 B,Feinberg,Stephen,Stephen Feinberg,1960-03-29,60.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Cerberus Capital Management,Co-founder and CEO,True,Remained Even
2020,4,1415,1.5 B,Fertitta,Frank,"Frank Fertitta, III.",1962-02-24,58.0,Male,United States,United States,Las Vegas,Sports,['Sports'],,,False,Decreased
2020,4,1415,1.5 B,Fertitta,Lorenzo,Lorenzo Fertitta,1969-01-03,51.0,Male,United States,United States,Las Vegas,Sports,['Sports'],,,False,Decreased
2020,4,1415,1.5 B,Firodia,Abhay,Abhay Firodia,1944-11-05,75.0,Male,India,India,Pune,Automotive,['Automotive'],,,False,Decreased
2020,4,1415,1.5 B,Frost,Phillip,Phillip Frost,1936-11-11,83.0,Male,United States,United States,Miami Beach,Healthcare,['Healthcare'],,,True,Decreased
2020,4,1415,1.5 B,Fukushima,Yasuhiro,Yasuhiro Fukushima,1947-08-18,72.0,Male,Japan,Japan,Tokyo,Media & Entertainment,['Media & Entertainment'],,,True,Increased
2020,4,1415,1.5 B,Gabelli,Mario,Mario Gabelli,1942-03-31,78.0,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,1415,1.5 B,Gerling,Rolf,Rolf Gerling,1954-12-15,65.0,Male,Germany,Switzerland,Zurich,Finance & Investments,['Finance & Investments'],,,False,Remained Even
2020,4,1415,1.5 B,Gerry,Alan,Alan Gerry,1928-12-25,91.0,Male,United States,United States,Liberty,Media & Entertainment,['Media & Entertainment'],,,True,Increased
2020,4,1415,1.5 B,Goenka,Harsh,Harsh Goenka,1957-12-10,62.0,Male,India,India,Mumbai,Diversified,['Diversified'],,,False,Decreased
2020,4,1415,1.5 B,Grether,Esther,Esther Grether,1936-01-01,84.0,Female,Switzerland,Switzerland,Basel,Fashion & Retail,['Fashion & Retail'],,,False,Returned to List
2020,4,1415,1.5 B,Gross,Bill,Bill Gross,1944-04-13,75.0,Male,United States,United States,Laguna Beach,Finance & Investments,['Finance & Investments'],Pacific Investment Management Company LLC,Cofounder and Co-Chief Investment Officer,True,Remained Even
2020,4,1415,1.5 B,Gu,Wei,Gu Wei,1965-01-27,55.0,Male,China,China,Shenzhen,Manufacturing,['Manufacturing'],,,True,Returned to List
2020,4,1415,1.5 B,Gunal,Mehmet Nazif,Mehmet Nazif Gunal,1948-02-01,72.0,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Increased
2020,4,1415,1.5 B,Guo,Ziwen,Guo Ziwen,1964-01-01,56.0,Male,China,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Increased
2020,4,1415,1.5 B,Herz,Christian,Christian Herz,,,Male,Germany,,,Finance & Investments,['Finance & Investments'],,,False,
2020,4,1415,1.5 B,Herz,Michaela,Michaela Herz,,,Female,Germany,,,Finance & Investments,['Finance & Investments'],,,False,
2020,4,1415,1.5 B,Hindawi,Orion,Orion Hindawi,1980-01-10,40.0,Male,United States,United States,Piedmont,Technology,['Technology'],Tanium,CEO,True,Returned to List
2020,4,1415,1.5 B,Horejsi,Stewart,Stewart Horejsi & family,1937-09-19,82.0,Male,United States,United States,Phoenix,Finance & Investments,['Finance & Investments'],,,True,Decreased
2020,4,1415,1.5 B,Hsu,Douglas,Douglas Hsu,1942-08-24,77.0,Male,Taiwan,Taiwan,Taipei,Diversified,['Diversified'],,,False,Decreased
2020,4,1415,1.5 B,Huang,Wei,Huang Wei,1959-09-30,60.0,Male,China,China,Hangzhou,Real Estate,['Real Estate'],,,True,Decreased
2020,4,1415,1.5 B,Huang,Xiaofen,Huang Xiaofen & family,1962-01-01,58.0,Female,China,China,Shenzhen,Technology,['Technology'],,,True,Increased
2020,4,1415,1.5 B,Jacobs,Bradley,Bradley Jacobs,1956-07-01,63.0,Male,United States,United States,Greenwich,Logistics,['Logistics'],,,True,Decreased
2020,4,1415,1.5 B,Jarislowsky,Stephen,Stephen Jarislowsky,1925-09-09,94.0,Male,Canada,Canada,Montreal,Finance & Investments,['Finance & Investments'],Jarislowsky & Fraser,Cofounder and Chairman,True,Decreased
2020,4,1415,1.5 B,Jia,Tianjiang,Jia Tianjiang & family,1962-07-01,57.0,Male,China,China,Yinchuan,Metals & Mining,['Metals & Mining'],,,True,Decreased
2020,4,1415,1.5 B,Katsiev,Sergei,Sergei Katsiev,1958-01-11,62.0,Male,Russia,Russia,Moscow,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2020,4,1415,1.5 B,Kim,Michael,Michael Kim,1963-10-01,56.0,Male,South Korea,South Korea,Seoul,Finance & Investments,['Finance & Investments'],MBK Partners,,True,Increased
2020,4,1415,1.5 B,Klarman,Seth,Seth Klarman,1957-05-01,62.0,Male,United States,United States,Chestnut Hill,Finance & Investments,['Finance & Investments'],Baupost Group,Investor,True,Remained Even
2020,4,1415,1.5 B,Koc,Mustafa Rahmi,Mustafa Rahmi Koc,1930-10-09,89.0,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,False,Decreased
2020,4,1415,1.5 B,Koch,William,William Koch,1940-05-03,79.0,Male,United States,United States,Palm Beach,Energy,['Energy'],,,False,Decreased
2020,4,1415,1.5 B,Koo,Andre,"Andre Koo, Sr.",1967-05-25,52.0,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,False,Decreased
2020,4,1415,1.5 B,Kwok,Christopher,Christopher Kwok,1986-04-01,34.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2020,4,1415,1.5 B,Kwok,Edward,Edward Kwok,1981-04-01,39.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2020,4,1415,1.5 B,Leininger,James,James Leininger,1945-03-30,75.0,Male,United States,United States,San Antonio,Healthcare,['Healthcare'],,,True,Increased
2020,4,1415,1.5 B,Li,Guangyu,Li Guangyu,1964-01-01,56.0,Male,China,China,Zhengzhou,Service,['Service'],,,True,Increased
2020,4,1415,1.5 B,Li,Liangbin,Li Liangbin,1967-09-01,52.0,Male,China,China,Xinyu,Manufacturing,['Manufacturing'],,,True,Returned to List
2020,4,1415,1.5 B,Li,Xuhui,Li Xuhui,1968-06-15,51.0,Female,China,China,Foshan,Food & Beverage,['Food & Beverage'],,,True,Increased
2020,4,1415,1.5 B,Mahagitsiri,Prayudh,Prayudh Mahagitsiri,1946-01-01,74.0,Male,Thailand,Thailand,Bangkok,Food & Beverage,['Food & Beverage'],,,False,Decreased
2020,4,1415,1.5 B,Martinson,Katarina,Katarina Martinson,1981-05-04,38.0,Female,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,False,Increased
2020,4,1415,1.5 B,Mi,Enhua,Mi Enhua,1958-04-01,62.0,Male,China,China,Urumqi,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2020,4,1415,1.5 B,Moller Nielsen,Martin,Martin Moller Nielsen,1964-08-01,55.0,Male,Denmark,United Kingdom,London,Logistics,['Logistics'],,,True,Decreased
2020,4,1415,1.5 B,Moroun,Manuel,Manuel Moroun & family,1927-06-01,92.0,Male,United States,United States,Grosse Pointe Shores,Logistics,['Logistics'],,,True,Decreased
2020,4,1415,1.5 B,Mouawad,Robert,Robert Mouawad,1945-01-01,75.0,Male,Lebanon,Bahrain,Manama,Service,['Service'],,,False,Remained Even
2020,4,1415,1.5 B,Nahmad,Ezra,Ezra Nahmad,1945-07-31,74.0,Male,Monaco,Monaco,Monte Carlo,Finance & Investments,['Finance & Investments'],,Investor,False,Remained Even
2020,4,1415,1.5 B,Olsson,Stefan,Stefan Olsson,1949-01-01,71.0,Male,Sweden,United Kingdom,London,Diversified,['Diversified'],,,False,Decreased
2020,4,1415,1.5 B,Packer,Gretel,Gretel Packer,1966-04-01,54.0,Female,Australia,Australia,Sydney,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2020,4,1415,1.5 B,Pai,Ranjan,Ranjan Pai,1972-11-11,47.0,Male,India,India,Bangalore,Service,['Service'],,,False,Decreased
2020,4,1415,1.5 B,Parisotto,Lirio,Lirio Parisotto,1953-12-18,66.0,Male,Brazil,Brazil,Manaus,Finance & Investments,['Finance & Investments'],,,True,Remained Even
2020,4,1415,1.5 B,Rajendran,G,G. Rajendran,1942-10-05,77.0,Male,India,India,Chennai,Fashion & Retail,['Fashion & Retail'],,,True,
2020,4,1415,1.5 B,Reinsdorf,Jerry,Jerry Reinsdorf,1936-02-25,84.0,Male,United States,United States,Chicago,Sports,['Sports'],,,True,Decreased
2020,4,1415,1.5 B,Reyes,Duke,Duke Reyes,1957-03-23,63.0,Male,United States,United States,Palm Beach,Food & Beverage,['Food & Beverage'],,,False,
2020,4,1415,1.5 B,Sandberg,Sheryl,Sheryl Sandberg,1969-08-28,50.0,Female,United States,United States,Menlo Park,Technology,['Technology'],Facebook,COO,True,Decreased
2020,4,1415,1.5 B,Schwartz,Alice,Alice Schwartz,1926-07-02,93.0,Female,United States,United States,El Cerrito,Healthcare,['Healthcare'],,,True,Increased
2020,4,1415,1.5 B,Sperling,Peter,Peter Sperling,1959-11-22,60.0,Male,United States,United States,Phoenix,Service,['Service'],,,False,Increased
2020,4,1415,1.5 B,Tangkaravakoon,Vonnarat,Vonnarat Tangkaravakoon,1971-09-11,47.0,Male,Thailand,Thailand,Bangkok,Manufacturing,['Manufacturing'],,,False,
2020,4,1415,1.5 B,Tran,Ba Duong,Tran Ba Duong & family,1960-04-01,60.0,Male,Vietnam,Vietnam,Ho Chi Minh City,Automotive,['Automotive'],,,True,Decreased
2020,4,1415,1.5 B,Troutt,Kenny,Kenny Troutt,1948-01-08,72.0,Male,United States,United States,Dallas,Telecom,['Telecom'],,,True,Increased
2020,4,1415,1.5 B,Tseng,Cheng,Tseng Cheng,1961-12-01,58.0,Male,Taiwan,Taiwan,,Manufacturing,['Manufacturing'],,,False,Decreased
2020,4,1415,1.5 B,Tyson,John,John Tyson,1953-09-05,66.0,Male,United States,United States,Springdale,Food & Beverage,['Food & Beverage'],,,False,Decreased
